time	V(n002)	V(n003)
5.715771484375041e+00	2.874884e+00	3.294635e+00
5.725634765625041e+00	2.810121e+00	3.387839e+00
5.735498046875041e+00	2.740905e+00	3.492993e+00
5.745361328125042e+00	2.667499e+00	3.609692e+00
5.755224609375042e+00	2.590188e+00	3.737488e+00
5.765087890625042e+00	2.509266e+00	3.875890e+00
5.774951171875043e+00	2.425045e+00	4.024367e+00
5.784814453125043e+00	2.337849e+00	4.182349e+00
5.794677734375044e+00	2.248012e+00	4.349230e+00
5.804541015625044e+00	2.155878e+00	4.524368e+00
5.824267578125045e+00	1.966146e+00	4.896699e+00
5.843994140625045e+00	1.771563e+00	5.293629e+00
5.873583984375046e+00	1.477133e+00	5.921745e+00
5.893310546875047e+00	1.283535e+00	6.352934e+00
